SchYear,DistNumb,DistType,DistName,SchNum,SchCls,SchName,CountyNumber,CountyName,EcoDevRgn,TotFTE,Male,Female,IndianMale,IndianFemale,AsianMale,AsianFemale,HispanicMale,HispanicFemale,BlackMale,BlackFemale,WhiteMale,WhiteFemale,NewAdmin,AvgYrsExp,Exp1_5,Exp6_10,Exp11_15,Exp16_20,Exp21_25,Exp26_30,Exp31Plus,LessThanBA,BA,MA,PhD,EdUnkn,AvgAge,AgeLess25,Age25_29,Age30_34,Age35_44,Age45_54,Age55Plus
14-15,11,1,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.                ,400,10,ADAMS ELEMENTARY                                  ,2,Anoka                                             ,11,2,2,0,0,0,0,0,0,0,0,0,2,0,0,9,0,2,0,0,0,0,0,0,0,2,0,0,37,0,0,0,2,0,0
14-15,11,1,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.                ,402,10,CROOKED LAKE ELEMENTARY                           ,2,Anoka                                             ,11,2,1,1,0,0,0,0,0,0,0,0,1,1,0,5,1,1,0,0,0,0,0,0,1,1,0,0,39,0,0,0,2,0,0
14-15,11,1,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.                ,403,10,FRANKLIN ELEMENTARY                               ,2,Anoka                                             ,11,2,1,1,0,0,0,0,0,0,0,0,1,1,0,5,1,1,0,0,0,0,0,0,1,1,0,0,34,0,1,0,1,0,0
14-15,11,1,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.                ,404,10,HAMILTON ELEMENTARY                               ,2,Anoka                                             ,11,2,0,2,0,0,0,0,0,0,0,0,0,2,0,19,0,0,1,0,0,1,0,0,0,2,0,0,45,0,0,0,1,1,0
14-15,11,1,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.                ,405,10,HOOVER ELEMENTARY                                 ,2,Anoka                                             ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,13,0,0,1,0,0,0,0,0,0,1,0,0,49,0,0,0,0,1,0
14-15,11,1,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.                ,406,10,JEFFERSON ELEMENTARY                              ,2,Anoka                                             ,11,2,2,0,0,0,0,0,0,0,0,0,2,0,0,9,0,2,0,0,0,0,0,0,0,2,0,0,37,0,0,1,1,0,0
14-15,11,1,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.                ,407,10,JOHNSVILLE ELEMENTARY                             ,2,Anoka                                             ,11,2,1,1,0,0,0,0,0,0,0,0,1,1,0,13,0,1,0,1,0,0,0,0,0,2,0,0,44,0,0,0,1,1,0
14-15,11,1,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.                ,408,10,LINCOLN ELEMENTARY                                ,2,Anoka                                             ,11,3,1,2,0,0,0,0,0,0,0,0,1,2,0,8,1,1,1,0,0,0,0,0,0,3,0,0,38,0,0,0,3,0,0
14-15,11,1,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.                ,410,10,MADISON ELEMENTARY                                ,2,Anoka                                             ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,1,0,0,0,0,0,0,0,1,58,0,0,0,0,0,1
14-15,11,1,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.                ,411,10,MCKINLEY ELEMENTARY                               ,2,Anoka                                             ,11,2,1,1,0,0,0,0,0,0,0,0,1,1,0,17,0,0,1,0,1,0,0,0,0,2,0,0,48,0,0,0,0,2,0
14-15,11,1,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.                ,412,10,MISSISSIPPI ELEMENTARY                            ,2,Anoka                                             ,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,49,0,0,0,0,1,0
14-15,11,1,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.                ,413,10,MONROE ELEMENTARY                                 ,2,Anoka                                             ,11,2,0,2,0,0,0,0,0,0,0,0,0,2,0,12,0,1,0,1,0,0,0,0,0,2,0,0,37,0,0,1,1,0,0
14-15,11,1,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.                ,414,10,MORRIS BYE ELEMENTARY                             ,2,Anoka                                             ,11,2,1,1,0,0,0,0,0,0,0,0,1,1,0,8,0,2,0,0,0,0,0,0,0,2,0,0,36,0,0,1,1,0,0
14-15,11,1,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.                ,417,10,SAND CREEK ELEMENTARY                             ,2,Anoka                                             ,11,2,1,1,0,0,0,0,0,0,0,0,1,1,0,12,0,1,1,0,0,0,0,0,0,1,0,1,39,0,0,0,2,0,0
14-15,11,1,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.                ,418,10,UNIVERSITY ELEMENTARY                             ,2,Anoka                                             ,11,2,0,2,0,0,0,0,0,0,0,0,0,2,0,10,0,1,1,0,0,0,0,0,0,1,1,0,47,0,0,0,0,2,0
14-15,11,1,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.                ,420,10,WILSON ELEMENTARY                                 ,2,Anoka                                             ,11,2,1,1,0,0,0,0,0,0,0,0,1,1,0,8,0,2,0,0,0,0,0,0,0,2,0,0,35,0,0,1,1,0,0
14-15,11,1,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.                ,421,10,EVERGREEN PARK ELEMENTARY                         ,2,Anoka                                             ,11,2,1,1,0,0,0,0,0,0,0,0,1,1,0,4,1,1,0,0,0,0,0,0,0,2,0,0,48,0,0,0,1,0,1
14-15,11,1,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.                ,422,10,EISENHOWER ELEMENTARY                             ,2,Anoka                                             ,11,2,0,2,0,0,0,0,0,0,0,0,0,2,0,7,1,1,0,0,0,0,0,0,0,2,0,0,34,0,0,1,1,0,0
14-15,11,1,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.                ,423,10,RAMSEY ELEMENTARY                                 ,2,Anoka                                             ,11,3,1,2,0,0,0,0,0,0,0,0,1,2,0,9,1,1,0,1,0,0,0,0,0,2,0,1,41,0,1,0,0,2,0
14-15,11,1,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.                ,424,10,DAYTON ELEMENTARY                                 ,2,Anoka                                             ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,13,0,0,1,0,0,0,0,0,0,1,0,0,55,0,0,0,0,0,1
14-15,11,1,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.                ,425,10,OXBOW CREEK ELEMENTARY                            ,2,Anoka                                             ,11,3,1,2,0,0,0,0,0,0,0,0,1,2,0,12,0,1,1,1,0,0,0,0,0,2,0,1,47,0,0,0,1,2,0
14-15,11,1,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.                ,426,10,ANDOVER ELEMENTARY                                ,2,Anoka                                             ,11,3,1,2,0,0,0,0,0,0,0,0,1,2,0,8,1,1,1,0,0,0,0,0,0,2,0,1,42,0,0,1,0,2,0
14-15,11,1,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.                ,427,10,RUM RIVER ELEMENTARY                              ,2,Anoka                                             ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0,1,0,0,47,0,0,0,0,1,0
14-15,11,1,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.                ,430,10,CHAMPLIN/BROOKLYN PK ACD MATH ENSCI               ,2,Anoka                                             ,11,2,1,1,0,0,0,0,0,0,0,0,1,1,0,12,0,1,0,1,0,0,0,0,0,2,0,0,44,0,0,0,1,1,0
14-15,11,1,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.                ,434,41,CROSSROADS-WEST CAMPUS                            ,2,Anoka                                             ,11,0.83,0.83,0,0,0,0,0,0,0,0,0,0.83,0,0,13,0,0,0.83,0,0,0,0,0,0,0.83,0,0,51,0,0,0,0,0.83,0
14-15,11,1,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.                ,812,41,COMPASS-BELL CENTER                               ,2,Anoka                                             ,11,1.83,1,0.83,0,0,0,0,0,0,0,0,1,0.83,0,8,0,1.83,0,0,0,0,0,0,0,1.83,0,0,45,0,0,0,0.83,1,0
14-15,11,1,ANOKA-HENNEPIN PUBLIC SCHOOL DIST.                ,0,0,Totals                                            ,2,Anoka                                             ,11,115.12,52.22,62.9,0,0,0,0.83,1.66,0,0,1.66,50.56,60.41,0,9,14.81,54.56,18.96,12.98,3.83,2,0.83,0,3.83,91.99,5.83,13.47,44,0,2,8.49,47.56,42.09,14.98
14-15,12,1,CENTENNIAL PUBLIC SCHOOL DISTRICT                 ,0,0,CENTENNIAL PUBLIC SCHOOL DISTRICT                 ,2,Anoka                                             ,11,5,3,2,0,0,0,0,0,0,0,0,3,2,0,3,0,0,0,1,0,0,0,0,0,0,0,5,53,0,0,0,1,1,3
14-15,12,1,CENTENNIAL PUBLIC SCHOOL DISTRICT                 ,161,77,PINES SCHOOL - RJC                                ,2,Anoka                                             ,11,2,0,2,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,1,0,0,0,0,0,1,1,0,53,0,0,0,0,1,1
14-15,12,1,CENTENNIAL PUBLIC SCHOOL DISTRICT                 ,164,32,CENTENNIAL HIGH SCHOOL                            ,2,Anoka                                             ,11,4,3,1,0,0,0,0,0,0,0,0,3,1,0,9,0,3,1,0,0,0,0,0,0,0,0,4,39,0,0,0,3,1,0
14-15,12,1,CENTENNIAL PUBLIC SCHOOL DISTRICT                 ,166,20,CENTENNIAL MIDDLE                                 ,2,Anoka                                             ,11,3,2,1,0,0,0,0,0,0,0,0,2,1,0,9,0,1,0,1,0,0,0,0,0,0,0,3,43,0,0,0,1,2,0
14-15,12,1,CENTENNIAL PUBLIC SCHOOL DISTRICT                 ,510,10,CENTENNIAL ELEMENTARY                             ,2,Anoka                                             ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,9,0,1,0,0,0,0,0,0,0,0,0,1,48,0,0,0,0,1,0
14-15,12,1,CENTENNIAL PUBLIC SCHOOL DISTRICT                 ,511,10,CENTERVILLE ELEMENTARY                            ,2,Anoka                                             ,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,1,0,0,0,0,0,0,0,0,1,45,0,0,0,0,1,0
14-15,12,1,CENTENNIAL PUBLIC SCHOOL DISTRICT                 ,512,10,GOLDEN LAKE ELEMENTARY                            ,2,Anoka                                             ,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,1,0,0,0,0,0,0,0,0,1,40,0,0,0,1,0,0
14-15,12,1,CENTENNIAL PUBLIC SCHOOL DISTRICT                 ,513,10,RICE LAKE ELEMENTARY                              ,2,Anoka                                             ,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,14,0,0,1,0,0,0,0,0,0,0,0,1,39,0,0,0,1,0,0
14-15,12,1,CENTENNIAL PUBLIC SCHOOL DISTRICT                 ,515,10,BLUE HERON ELEMENTARY                             ,2,Anoka                                             ,11,2,2,0,0,0,0,0,0,0,0,0,2,0,0,9,0,2,0,0,0,0,0,0,1,0,0,1,39,0,0,0,2,0,0
14-15,12,1,CENTENNIAL PUBLIC SCHOOL DISTRICT                 ,0,0,Totals                                            ,2,Anoka                                             ,11,20,13,7,0,0,0,0,0,0,0,0,13,7,0,8,0,7,4,3,0,0,0,0,1,1,1,17,45,0,0,0,9,7,4
14-15,13,1,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST               ,0,0,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST               ,2,Anoka                                             ,11,3,1,2,0,0,0,0,0,0,0,0,1,2,0,10,1,0,1,1,0,0,0,0,0,3,0,0,56,0,0,0,0,2,1
14-15,13,1,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST               ,16,32,COLUMBIA HEIGHTS SENIOR HIGH                      ,2,Anoka                                             ,11,6,4,2,0,0,0,0,0,0,1,0,3,2,1,6,0,0,3,0,0,0,0,0,0,5,0,1,39,0,2,0,1,3,0
14-15,13,1,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST               ,17,20,COLUMBIA ACADEMY                                  ,2,Anoka                                             ,11,2.5,2.5,0,0,0,0,0,0,0,0.5,0,2,0,0,5,0,2,0,0,0,0,0,0,0,2,0,0.5,49,0,0,0,1,1,0.5
14-15,13,1,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST               ,19,42,ACHIEVE                                           ,2,Anoka                                             ,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,9,0,1,0,0,0,0,0,0,0,1,0,0,49,0,0,0,0,1,0
14-15,13,1,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST               ,515,10,HIGHLAND ELEMENTARY                               ,2,Anoka                                             ,11,2,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,1,0,0,0,0,0,0,0,1,0,1,38,0,0,1,1,0,0
14-15,13,1,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST               ,517,10,NORTH PARK ELEMENTARY                             ,2,Anoka                                             ,11,2,1,1,0,0,0,0,0,0,0,0,1,1,0,10,0,1,1,0,0,0,0,0,0,2,0,0,43,0,0,0,2,0,0
14-15,13,1,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST               ,520,10,VALLEY VIEW ELEMENTARY                            ,2,Anoka                                             ,11,2.5,1.5,1,0,0,0,0,0,0,0.5,0,1,1,0,6,0,0,0,1,0,0,0,0,0,2,0,0.5,44,0,1,0,1,0,0.5
14-15,13,1,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST               ,813,50,EARLY CHILDHOOD                                   ,2,Anoka                                             ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,1,0,0,48,0,0,0,0,1,0
14-15,13,1,COLUMBIA HEIGHTS PUBLIC SCHOOL DIST               ,0,0,Totals                                            ,2,Anoka                                             ,11,20,11,9,0,0,0,0,0,0,2,0,9,9,1,6,2,5,5,2,0,0,0,0,0,17,0,3,45,0,3,1,6,8,2
14-15,14,1,FRIDLEY PUBLIC SCHOOL DISTRICT                    ,0,0,FRIDLEY PUBLIC SCHOOL DISTRICT                    ,2,Anoka                                             ,11,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,60,0,0,0,0,0,2
14-15,14,1,FRIDLEY PUBLIC SCHOOL DISTRICT                    ,22,32,FRIDLEY SENIOR HIGH                               ,2,Anoka                                             ,11,3,1,2,0,0,0,0,0,0,0,0,1,2,0,17,0,1,0,0,2,0,0,0,0,2,1,0,45,0,0,0,2,0,1
14-15,14,1,FRIDLEY PUBLIC SCHOOL DISTRICT                    ,23,20,FRIDLEY MIDDLE                                    ,2,Anoka                                             ,11,3,1,2,0,0,0,0,0,0,0,0,1,2,0,7,1,2,0,0,0,0,0,0,0,2,0,1,34,0,1,1,1,0,0
14-15,14,1,FRIDLEY PUBLIC SCHOOL DISTRICT                    ,546,10,HAYES ELEMENTARY                                  ,2,Anoka                                             ,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,9,0,1,0,0,0,0,0,0,0,1,0,0,52,0,0,0,0,1,0
14-15,14,1,FRIDLEY PUBLIC SCHOOL DISTRICT                    ,550,10,STEVENSON ELEMENTARY                              ,2,Anoka                                             ,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,1,0,0,0,0,0,0,1,0,0,57,0,0,0,0,0,1
14-15,14,1,FRIDLEY PUBLIC SCHOOL DISTRICT                    ,552,42,FRIDLEY MOORE LK AREA LEARNING CTR                ,2,Anoka                                             ,11,1.5,0.5,1,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,59,0,0,0,0,0,1.5
14-15,14,1,FRIDLEY PUBLIC SCHOOL DISTRICT                    ,652,41,FRIDLEY MIDDLE AREA LEARNING CENTER               ,2,Anoka                                             ,11,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,59,0,0,0,0,0,0.5
14-15,14,1,FRIDLEY PUBLIC SCHOOL DISTRICT                    ,0,0,Totals                                            ,2,Anoka                                             ,11,12,5,7,0,0,0,0,0,0,0,0,5,7,0,7,1,4,1,0,2,0,0,0,0,8,3,1,49,0,1,1,3,1,6
14-15,15,1,ST. FRANCIS PUBLIC SCHOOL DISTRICT                ,0,0,ST. FRANCIS PUBLIC SCHOOL DISTRICT                ,2,Anoka                                             ,11,4,3,1,0,0,0,0,0,0,0,0,3,1,0,8,1,0,1,1,0,0,0,0,0,4,0,0,55,0,0,0,0,3,1
14-15,15,1,ST. FRANCIS PUBLIC SCHOOL DISTRICT                ,122,32,ST. FRANCIS HIGH                                  ,2,Anoka                                             ,11,3,2,1,0,0,0,0,0,0,0,0,2,1,0,7,1,1,1,0,0,0,0,0,0,3,0,0,41,0,0,1,1,1,0
14-15,15,1,ST. FRANCIS PUBLIC SCHOOL DISTRICT                ,123,20,ST. FRANCIS MIDDLE                                ,2,Anoka                                             ,11,2,0,2,0,0,0,0,0,0,0,0,0,2,0,9,0,1,1,0,0,0,0,0,0,2,0,0,39,0,0,0,2,0,0
14-15,15,1,ST. FRANCIS PUBLIC SCHOOL DISTRICT                ,782,10,ST. FRANCIS ELEMENTARY                            ,2,Anoka                                             ,11,2,2,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,1,0,0,0,0,0,0,2,0,0,40,0,0,0,2,0,0
14-15,15,1,ST. FRANCIS PUBLIC SCHOOL DISTRICT                ,784,10,CEDAR CREEK COMMUNITY SCHOOL                      ,2,Anoka                                             ,11,2,1,1,0,0,0,0,0,0,0,0,1,1,0,9,0,1,1,0,0,0,0,0,0,2,0,0,44,0,0,0,1,1,0
14-15,15,1,ST. FRANCIS PUBLIC SCHOOL DISTRICT                ,848,10,EAST BETHEL COMMUNITY SCHOOL                      ,2,Anoka                                             ,11,2,0,2,0,0,0,0,0,0,0,0,0,2,0,12,0,1,0,1,0,0,0,0,0,2,0,0,45,0,0,0,1,1,0
14-15,15,1,ST. FRANCIS PUBLIC SCHOOL DISTRICT                ,850,71,CROSSROADS SCHOOL & VOC. CENTER                   ,2,Anoka                                             ,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42,0,0,0,1,0,0
14-15,15,1,ST. FRANCIS PUBLIC SCHOOL DISTRICT                ,0,0,Totals                                            ,2,Anoka                                             ,11,16,9,7,0,0,0,0,0,0,0,0,9,7,0,8,2,4,5,2,0,0,0,0,0,16,0,0,45,0,0,1,8,6,1
14-15,16,1,SPRING LAKE PARK PUBLIC SCHOOLS                   ,0,0,SPRING LAKE PARK PUBLIC SCHOOLS                   ,2,Anoka                                             ,11,3,1,2,0,0,0,0,0,0,0,0,1,2,0,11,0,2,0,1,0,0,0,0,0,2,1,0,44,0,0,0,1,2,0
14-15,16,1,SPRING LAKE PARK PUBLIC SCHOOLS                   ,45,32,SPRING LAKE PARK SENIOR HIGH                      ,2,Anoka                                             ,11,7,3,4,0,0,0,0,0,0,0,0,3,4,1,8,1,2,3,0,0,0,0,0,0,7,0,0,40,0,0,1,4,2,0
14-15,16,1,SPRING LAKE PARK PUBLIC SCHOOLS                   ,92,20,WESTWOOD MIDDLE                                   ,2,Anoka                                             ,11,1,0,1,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,1,0,0,31,0,0,1,0,0,0
14-15,16,1,SPRING LAKE PARK PUBLIC SCHOOLS                   ,772,10,NORTHPOINT ELEMENTARY                             ,2,Anoka                                             ,11,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43,0,0,0,1,0,0
14-15,16,1,SPRING LAKE PARK PUBLIC SCHOOLS                   ,773,10,WESTWOOD INTERMEDIATE SCHOOL                      ,2,Anoka                                             ,11,2.5,2,0.5,0,0,0,0,0,0,0,0,2,0.5,0,13,1,0,1,0,0.5,0,0,0,0,2.5,0,0,41,0,1,0,0,1.5,0
14-15,16,1,SPRING LAKE PARK PUBLIC SCHOOLS                   ,774,10,WOODCREST EL. SPANISH IMMERSION                   ,2,Anoka                                             ,11,3,0,3,0,0,0,0,0,0,0,0,0,3,0,10,1,0,1,1,0,0,0,0,0,3,0,0,46,0,0,1,0,2,0
14-15,16,1,SPRING LAKE PARK PUBLIC SCHOOLS                   ,775,10,PARK TERRACE EL.                                  ,2,Anoka                                             ,11,2,0,2,0,0,0,0,0,0,0,0,0,2,0,15,0,0,2,0,0,0,0,0,0,2,0,0,49,0,0,0,0,2,0
14-15,16,1,SPRING LAKE PARK PUBLIC SCHOOLS                   ,0,0,Totals                                            ,2,Anoka                                             ,11,19.5,7,12.5,0,0,0,0,0,0,0,0,7,12.5,1,9,4,4,7,2,0.5,0,0,0,0,18.5,1,0,42,0,1,3,6,9.5,0
14-15,22,1,DETROIT LAKES PUBLIC SCHOOL DIST.                 ,0,0,DETROIT LAKES PUBLIC SCHOOL DIST.                 ,3,Becker                                            ,4,3,1,2,0,0,0,0,0,0,0,0,1,2,0,5,0,1,1,0,0,0,0,0,1,1,0,1,53,0,0,0,0,2,1
14-15,22,1,DETROIT LAKES PUBLIC SCHOOL DIST.                 ,3,32,DETROIT LAKES SENIOR HIGH                         ,3,Becker                                            ,4,2,2,0,0,0,0,0,0,0,0,0,2,0,0,10,1,0,0,1,0,0,0,0,1,1,0,0,39,0,0,1,0,1,0
14-15,22,1,DETROIT LAKES PUBLIC SCHOOL DIST.                 ,4,20,DETROIT LAKES MIDDLE                              ,3,Becker                                            ,4,2,2,0,0,0,0,0,0,0,0,0,2,0,0,5,1,1,0,0,0,0,0,0,1,0,1,0,43,0,0,0,1,1,0
14-15,22,1,DETROIT LAKES PUBLIC SCHOOL DIST.                 ,10,10,ROSSMAN ELEMENTARY                                ,3,Becker                                            ,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,1,0,0,58,0,0,0,0,0,1
14-15,22,1,DETROIT LAKES PUBLIC SCHOOL DIST.                 ,42,41,DETROIT LAKES AREA LEARNING CENTER                ,3,Becker                                            ,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,11,0,0,1,0,0,0,0,0,1,0,0,0,53,0,0,0,0,1,0
14-15,22,1,DETROIT LAKES PUBLIC SCHOOL DIST.                 ,60,10,ROOSEVELT ELEMENTARY                              ,3,Becker                                            ,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,15,0,0,1,0,0,0,0,0,0,1,0,0,39,0,0,0,1,0,0
14-15,22,1,DETROIT LAKES PUBLIC SCHOOL DIST.                 ,0,0,Totals                                            ,3,Becker                                            ,4,10,7,3,0,0,0,0,0,0,0,0,7,3,0,7,2,3,3,1,0,0,0,0,4,4,1,1,48,0,0,1,2,5,2
14-15,23,1,FRAZEE-VERGAS PUBLIC SCHOOL DIST.                 ,0,0,FRAZEE-VERGAS PUBLIC SCHOOL DIST.                 ,3,Becker                                            ,4,1.5,1.5,0,0,0,0,0,0,0,0,0,1.5,0,0,10,0,0,1,0,0,0,0,0,0,1.5,0,0,52,0,0,0,0,1.5,0
14-15,23,1,FRAZEE-VERGAS PUBLIC SCHOOL DIST.                 ,10,10,FRAZEE ELEMENTARY                                 ,3,Becker                                            ,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,1,0,0,35,0,0,0,1,0,0
14-15,23,1,FRAZEE-VERGAS PUBLIC SCHOOL DIST.                 ,20,33,FRAZEE SECONDARY                                  ,3,Becker                                            ,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,47,0,0,0,0,1,0
14-15,23,1,FRAZEE-VERGAS PUBLIC SCHOOL DIST.                 ,0,0,Totals                                            ,3,Becker                                            ,4,3.5,3.5,0,0,0,0,0,0,0,0,0,3.5,0,0,8,0,2,1,0,0,0,0,0,0,2.5,0,1,47,0,0,0,1,2.5,0
14-15,25,1,PINE POINT PUBLIC SCHOOL DISTRICT                 ,0,0,PINE POINT PUBLIC SCHOOL DISTRICT                 ,3,Becker                                            ,4,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,17,0,0,0,0.5,0,0,0,0,0,0.5,0,0,46,0,0,0,0,0.5,0
14-15,25,1,PINE POINT PUBLIC SCHOOL DISTRICT                 ,70,10,PINE POINT ELEMENTARY                             ,3,Becker                                            ,4,0.5,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,17,0,0,0,0.5,0,0,0,0,0,0.5,0,0,46,0,0,0,0,0.5,0
14-15,25,1,PINE POINT PUBLIC SCHOOL DISTRICT                 ,0,0,Totals                                            ,3,Becker                                            ,4,1,1,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,1,0,0,0,0,0,1,0,0,46,0,0,0,0,1,0
14-15,31,1,BEMIDJI PUBLIC SCHOOL DISTRICT                    ,0,0,BEMIDJI PUBLIC SCHOOL DISTRICT                    ,4,Beltrami                                          ,1,4,1,3,0,0,0,0,0,0,0,0,1,3,0,11,1,1,1,0,1,0,0,0,0,1,1,2,56,0,0,0,1,0,3
14-15,31,1,BEMIDJI PUBLIC SCHOOL DISTRICT                    ,15,20,BEMIDJI MIDDLE                                    ,4,Beltrami                                          ,1,3,2,1,0,0,0,0,0,0,0,0,2,1,0,8,0,2,1,0,0,0,0,0,0,1,0,2,42,0,0,1,1,1,0
14-15,31,1,BEMIDJI PUBLIC SCHOOL DISTRICT                    ,16,10,NORTHERN ELEMENTARY                               ,4,Beltrami                                          ,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,1,0,0,0,0,0,0,0,1,53,0,0,0,0,1,0
